country,country_code,mcc,mnc,operator,network_type,status
Lithuania,Li,246,1,Omnitel,LTE,Active
Lithuania,Li,246,3,Tele2,LTE,Active
Lithuania,Li,246,23,MNC-023,LTE,Active
Lithuania,Li,246,24,MNC-024,LTE,Active
Norway,No,242,242,Norway all operators,LTE,Active
Norway,No,242,9,Com4 AS,LTE,Active
Norway,No,242,6,ICE Nordisk Mobiltelefon AS,LTE,Active
Norway,No,242,0,MNC-000,LTE,Active
Norway,No,242,8,TDC Mobil A/S,LTE,Active
Norway,No,242,4,Tele2,LTE,Active
Norway,No,242,1,Telenor,LTE,Active
Norway,No,242,3,Teletopia,LTE,Active
Norway,No,242,2,Telia/Netcom,LTE,Active
Norway,No,242,5,Telia/Network Norway AS,LTE,Active
Norway,No,242,7,Ventelo AS,LTE,Active
Norway,No,242,14,ICE Nordisk Mobiltelefon AS,LTE,Active
Norway,No,242,20,Jernbaneverket (GSM-R),LTE,Active
Norway,No,242,21,Jernbaneverket (GSM-R),LTE,Active
Norway,No,242,23,Lycamobile Ltd,LTE,Active
Norway,No,242,24,Mobile Norway AS,LTE,Active
Norway,No,242,22,Telia/Network Norway AS,LTE,Active
Norway,No,242,999,Fix Line,LTE,Active
Sweden,Sw,240,240,Sweden all operators,LTE,Active
Sweden,Sw,240,16,42 Telecom AB,LTE,Active
Sweden,Sw,240,13,A3 Allmanna IT,LTE,Active
Sweden,Sw,240,11,Com Hem AB,LTE,Active
Sweden,Sw,240,18,Generic Mobile Systems Sweden AB,LTE,Active
Sweden,Sw,240,17,Gotalandsnatet AB,LTE,Active
Sweden,Sw,240,12,Lycamobile Sweden Ltd,LTE,Active
Sweden,Sw,240,15,Sierra Wireless Sweden AB,LTE,Active
Sweden,Sw,240,10,Spring Mobil AB,LTE,Active
Sweden,Sw,240,14,Tele2 Sverige AB,LTE,Active
Sweden,Sw,240,19,Vectone Mobile Ltd,LTE,Active
Sweden,Sw,240,35,42 Telecom Ltd,LTE,Active
Sweden,Sw,240,32,Compatel Ltd,LTE,Active
Sweden,Sw,240,36,interactive digital media GmbH / IDM,LTE,Active
Sweden,Sw,240,33,Mobile Arts AB,LTE,Active
Sweden,Sw,240,30,NextGen Mobile Ltd (CardBoardFish),LTE,Active
Sweden,Sw,240,39,Primlight AB,LTE,Active
Sweden,Sw,240,34,Pro Net Telecommunications Services Ltd.,LTE,Active
Sweden,Sw,240,31,Rebtel Networks AB,LTE,Active
Sweden,Sw,240,37,Sinch Sweden AB,LTE,Active
Sweden,Sw,240,38,Voxbone SA,LTE,Active
Sweden,Sw,240,9,Com4 Sweden AB,LTE,Active
Sweden,Sw,240,0,Compatel / EUTel,LTE,Active
Sweden,Sw,240,2,H3G Access AB,LTE,Active
Sweden,Sw,240,5,Tele2 Sverige AB,LTE,Active
Sweden,Sw,240,7,Tele2 Sverige AB,LTE,Active
Sweden,Sw,240,4,Telenor Sverige AB,LTE,Active
Sweden,Sw,240,6,Telenor Sverige AB,LTE,Active
Sweden,Sw,240,8,Telenor Sverige AB,LTE,Active
Sweden,Sw,240,1,Telia Mobile,LTE,Active
Sweden,Sw,240,3,Teracom Mobil AB,LTE,Active
Sweden,Sw,240,69,crisis management after determination by the Swedish Post- and Telecom Authority,LTE,Active
Sweden,Sw,240,63,Fink Telecom Services GmbH,LTE,Active
Sweden,Sw,240,65,shared use for closed networks,LTE,Active
Sweden,Sw,240,66,shared use for closed networks,LTE,Active
Sweden,Sw,240,67,shared use for test purpose,LTE,Active
Sweden,Sw,240,68,shared use for test purpose,LTE,Active
Sweden,Sw,240,22,Eu Tel AB,LTE,Active
Sweden,Sw,240,27,Globetouch AB,LTE,Active
Sweden,Sw,240,23,Infobip Ltd,LTE,Active
Sweden,Sw,240,28,LINK Mobility AB,LTE,Active
Sweden,Sw,240,29,MI Carrier Services AB,LTE,Active
Poland,Po,260,2,T-Mobile/ERA,LTE,Active
Sweden,Sw,240,25,Monty UK Global Ltd,LTE,Active
Sweden,Sw,240,20,Sierra Wireless Messaging AB,LTE,Active
Sweden,Sw,240,24,Telenor Sverige AB,LTE,Active
Sweden,Sw,240,21,Trafikverket centralfunktion IT,LTE,Active
Sweden,Sw,240,26,Twilio Ireland Ltd,LTE,Active
Sweden,Sw,240,43,MobiWeb Ltd,LTE,Active
Sweden,Sw,240,40,Netmore Group AB,LTE,Active
Sweden,Sw,240,41,Shyam Telecom UK Ltd,LTE,Active
Sweden,Sw,240,45,Spirius AB,LTE,Active
Sweden,Sw,240,44,Telenabler AB,LTE,Active
Sweden,Sw,240,42,Telenor Connexion AB,LTE,Active
Sweden,Sw,240,48,Tismi BV,LTE,Active
Sweden,Sw,240,46,Viahub,LTE,Active
Sweden,Sw,240,47,Viatel Sweden AB,LTE,Active
Sweden,Sw,240,999,Fix Line,LTE,Active
Switzerland,Sw,228,228,Switzerland all operators,LTE,Active
formally tele2),fo,228,8,"TDC Sunrise""",LTE,Active
Switzerland,Sw,228,5,Comfone AG,LTE,Active
Switzerland,Sw,228,9,Comfone AG,LTE,Active
Switzerland,Sw,228,3,Salt/Orange,LTE,Active
Switzerland,Sw,228,1,Swisscom,LTE,Active
Switzerland,Sw,228,2,TDC Sunrise,LTE,Active
Switzerland,Sw,228,7,TDC Sunrise,LTE,Active
Switzerland,Sw,228,50,3G Mobile AG,LTE,Active
Switzerland,Sw,228,51,BebbiCell AG,LTE,Active
Switzerland,Sw,228,58,Beeone,LTE,Active
Switzerland,Sw,228,54,Lycamobile AG,LTE,Active
Switzerland,Sw,228,52,Mundio Mobile AG,LTE,Active
Switzerland,Sw,228,56,SMSRelay AG,LTE,Active
Switzerland,Sw,228,53,upc cablecom GmbH,LTE,Active
Switzerland,Sw,228,12,TDC Sunrise,LTE,Active
Switzerland,Sw,228,999,Fix Line,LTE,Active
Switzerland,Sw,228,779,MNC-779,LTE,Active
Italy,It,222,222,Italy all operators,LTE,Active
Italy,It,222,40,Agile Telecom SpA,LTE,Active
Italy,It,222,42,Enel SpA,LTE,Active
Italy,It,222,44,Mundio Srl,LTE,Active
Italy,It,222,43,Telecom Italia Mobile SpA,LTE,Active
Italy,It,222,48,Telecom Italia Mobile SpA,LTE,Active
Italy,It,222,49,Vianova SpA,LTE,Active
Italy,It,222,98,Blu,LTE,Active
Italy,It,222,99,Wind Tre SpA / Hi3G,LTE,Active
Italy,It,222,34,BT Italia SpA,LTE,Active
Italy,It,222,36,Digi Italy Srl,LTE,Active
Italy,It,222,39,LINK Mobility Italia Srl,LTE,Active
Italy,It,222,35,Lycamobile Srl,LTE,Active
Italy,It,222,33,Poste Mobile SpA,LTE,Active
Italy,It,222,30,Rete Ferroviaria Italiana SpA / RFI,LTE,Active
Italy,It,222,37,Wind Tre SpA / Hi3G,LTE,Active
Italy,It,222,53,COOP Italia Sociedad Cooperativa,LTE,Active
Italy,It,222,50,Iliad Italia SpA,LTE,Active
Italy,It,222,54,Plintron SpA,LTE,Active
Italy,It,222,58,R&D Communication Srl / RdCom,LTE,Active
Italy,It,222,56,spusu Italia Srl,LTE,Active
Italy,It,222,51,Vei Srl,LTE,Active
Italy,It,222,2,Elsacom,LTE,Active
Italy,It,222,8,Fastweb SpA,LTE,Active
Italy,It,222,4,Intermatica,LTE,Active
Italy,It,222,7,Noverca Italia Srl,LTE,Active
Italy,It,222,0,Premium Numbers,LTE,Active
Italy,It,222,5,Telespazio,LTE,Active
Italy,It,222,1,TIM,LTE,Active
Italy,It,222,6,Vodafone,LTE,Active
Italy,It,222,77,IPSE 2000,LTE,Active
Italy,It,222,10,Vodafone,LTE,Active
China,Ch,460,999,Fix Line,LTE,Active
Italy,It,222,88,Wind Tre SpA / WIND,LTE,Active
Italy,It,222,999,Fix Line,LTE,Active
Serbia,Se,221,6,Dardafon.Net LLC,LTE,Active
Serbia,Se,221,2,IPKO,LTE,Active
Serbia,Se,221,3,MTS DOO,LTE,Active
Serbia,Se,221,1,Vala,LTE,Active
Romania,Ro,226,226,Romania all operators,LTE,Active
Romania,Ro,226,5,Digi Mobil,LTE,Active
Romania,Ro,226,2,Romtelecom SA,LTE,Active
Romania,Ro,226,3,Telekom,LTE,Active
Romania,Ro,226,4,Telekom Romania,LTE,Active
Romania,Ro,226,6,Telekom Romania,LTE,Active
Romania,Ro,226,1,Vodafone,LTE,Active
Romania,Ro,226,11,Enigma Systems,LTE,Active
Romania,Ro,226,16,Lycamobile,LTE,Active
Romania,Ro,226,10,Orange,LTE,Active
Serbia,Se,220,220,Serbia all operators,LTE,Active
Serbia,Se,220,4,MNC-004,LTE,Active
Serbia,Se,220,3,MTS/Telekom Srbija,LTE,Active
Serbia,Se,220,1,Telenor/Mobtel,LTE,Active
Serbia,Se,220,2,Telenor/Mobtel,LTE,Active
Serbia,Se,220,5,VIP Mobile,LTE,Active
Germany,Ge,262,262,Germany all operators,LTE,Active
Germany,Ge,262,13,"Bundesamt für Ausrüstung, Informationstechnik und Nutzung der Bundeswehr",LTE,Active
Germany,Ge,262,10,DB Netz AG,LTE,Active
Germany,Ge,262,14,Lebara Ltd.,LTE,Active
Germany,Ge,262,12,Telefonica / E-Plus,LTE,Active
Germany,Ge,262,17,Telefonica / E-Plus,LTE,Active
Germany,Ge,262,11,Telefonica / O2,LTE,Active
Germany,Ge,262,16,Telefonica / O2,LTE,Active
Germany,Ge,262,23,Drillisch Online AG,LTE,Active
Germany,Ge,262,21,Multiconnect GmbH,LTE,Active
Germany,Ge,262,22,sipgate Wireless GmbH,LTE,Active
Germany,Ge,262,24,TelcoVillage GmbH,LTE,Active
Germany,Ge,262,20,Telefonica / E-Plus,LTE,Active
Germany,Ge,262,43,Lycamobile,LTE,Active
Germany,Ge,262,42,Vodafone,LTE,Active
Germany,Ge,262,33,sipgate Wireless GmbH,LTE,Active
Germany,Ge,262,3,Telefonica / E-Plus,LTE,Active
Germany,Ge,262,5,Telefonica / E-Plus,LTE,Active
Germany,Ge,262,7,Telefonica / O2,LTE,Active
Germany,Ge,262,8,Telefonica / O2,LTE,Active
Germany,Ge,262,1,Telekom / T-mobile,LTE,Active
Germany,Ge,262,6,Telekom / T-mobile,LTE,Active
Germany,Ge,262,2,Vodafone,LTE,Active
Germany,Ge,262,4,Vodafone,LTE,Active
Germany,Ge,262,9,Vodafone,LTE,Active
Germany,Ge,262,77,Telefonica / E-Plus,LTE,Active
Germany,Ge,262,78,Telekom / T-mobile,LTE,Active
Germany,Ge,262,999,Fix Line,LTE,Active
Germany,Ge,262,779,MNC-779,LTE,Active
Gibraltar,Gi,266,266,Gibraltar all operators,LTE,Active
Gibraltar,Gi,266,6,CTS Mobile,LTE,Active
Gibraltar,Gi,266,9,eazi telecom,LTE,Active
Gibraltar,Gi,266,1,Gibtel GSM,LTE,Active
Gibraltar,Gi,266,999,Fix Line,LTE,Active
Poland,Po,260,260,Poland all operators,LTE,Active
Poland,Po,260,4,Aero2,LTE,Active
Poland,Po,260,8,e-Telko,LTE,Active
Poland,Po,260,9,Lycamobile,LTE,Active
Poland,Po,260,3,Orange/IDEA/Centertel,LTE,Active
Poland,Po,260,5,Orange/IDEA/Centertel,LTE,Active
Poland,Po,260,6,Play/P4,LTE,Active
Poland,Po,260,7,Play/P4,LTE,Active
Poland,Po,260,1,Polkomtel/Plus,LTE,Active
Poland,Po,260,15,Aero2,LTE,Active
Poland,Po,260,17,Aero2 SP,LTE,Active
Poland,Po,260,18,AMD Telecom.,LTE,Active
Poland,Po,260,12,Cyfrowy POLSAT S.A.,LTE,Active
Poland,Po,260,16,Mobyland,LTE,Active
Poland,Po,260,11,NORDISK Poland,LTE,Active
Poland,Po,260,10,Sferia,LTE,Active
Poland,Po,260,13,Sferia,LTE,Active
Poland,Po,260,19,Teleena / Teleena Holding BV,LTE,Active
Poland,Po,260,23,Amicomm / Amicomm Sp. z o.o.,LTE,Active
Poland,Po,260,22,Arcomm / Arcomm Sp. z o.o.,LTE,Active
Poland,Po,260,26,ATE / ATE-Advanced Technology & Experience Sp. z o.o.,LTE,Active
Poland,Po,260,25,BS&T / Best Solutions & Technology Sp. z o.o.,LTE,Active
Poland,Po,260,21,Exteri / Exteri Sp. z o.o.,LTE,Active
Poland,Po,260,29,Interfonica / Interfonica Sp. z o.o.,LTE,Active
Poland,Po,260,27,Intertelcom / Intertelcom Sp. z o.o.,LTE,Active
Poland,Po,260,20,Mobile.Net / Mobile.Net Sp. z o.o.,LTE,Active
Poland,Po,260,28,PhoneNet / PhoneNet Sp. z o.o.,LTE,Active
Poland,Po,260,24,WideNet / WideNet Sp. z o.o.,LTE,Active
Poland,Po,260,38,CallFreedom Sp. z o.o.,LTE,Active
Poland,Po,260,32,Compatel Ltd / COMPATEL LIMITED,LTE,Active
Poland,Po,260,30,GrandTel / GrandTel Sp. z o.o.,LTE,Active
Poland,Po,260,36,Mundio Mobile Sp. z o.o.,LTE,Active
Poland,Po,260,31,Phone IT / Phone IT Sp. z o.o.,LTE,Active
Poland,Po,260,35,PKP Polskie Linie Kolejowe S.A.,LTE,Active
Poland,Po,260,34,T-Mobile/ERA,LTE,Active
Poland,Po,260,33,Truphone Poland / Truphone Poland Sp. Z o.o.,LTE,Active
Poland,Po,260,98,Play/P4,LTE,Active
Poland,Po,260,45,Virgin Mobile,LTE,Active
Poland,Po,260,999,Fix Line,LTE,Active
Portugal,Po,268,268,Portugal all operators,LTE,Active
Portugal,Po,268,999,Fix Line,LTE,Active
Portugal,Po,268,4,Lycamobile,LTE,Active
Portugal,Po,268,6,MEO/TMN,LTE,Active
Portugal,Po,268,0,MNC-000,LTE,Active
Portugal,Po,268,5,MNC-005,LTE,Active
Portugal,Po,268,3,NOS/Optimus,LTE,Active
Portugal,Po,268,7,NOS/Optimus,LTE,Active
Portugal,Po,268,1,Vodafone,LTE,Active
Portugal,Po,268,21,Zapp Portugal,LTE,Active
Greenland,Gr,290,290,Greenland all operators,LTE,Active
Greenland,Gr,290,1,Tele Greenland A/S,LTE,Active
Liechtenstein,Li,295,295,Liechtenstein all operators,LTE,Active
Liechtenstein,Li,295,77,Alpmobile/Tele2,LTE,Active
Liechtenstein,Li,295,6,CUBIC (Liechtenstein,LTE,Active
Liechtenstein,Li,295,7,First Mobile AG,LTE,Active
Liechtenstein,Li,295,2,Orange,LTE,Active
Liechtenstein,Li,295,1,Swisscom FL AG,LTE,Active
Liechtenstein,Li,295,5,Telecom FL1 AG,LTE,Active
Liechtenstein,Li,295,779,MNC-779,LTE,Active
Liechtenstein,Li,295,999,MNC-999,LTE,Active
Macedonia,Ma,294,294,Macedonia all operators,LTE,Active
Macedonia,Ma,294,4,Lycamobile,LTE,Active
Macedonia,Ma,294,2,ONE/Cosmofone,LTE,Active
Macedonia,Ma,294,1,T-Mobile/Mobimak,LTE,Active
Macedonia,Ma,294,3,VIP Mobile,LTE,Active
Macedonia,Ma,294,75,ONE/Cosmofone,LTE,Active
Montenegro,Mo,297,297,Montenegro all operators,LTE,Active
Montenegro,Mo,297,3,Mtel,LTE,Active
Montenegro,Mo,297,2,Telekom / T-mobile,LTE,Active
Montenegro,Mo,297,1,Telenor,LTE,Active
Montenegro,Mo,297,4,T-Mobile Montenegro LLC,LTE,Active
San Marino,Sa,292,1,Prima Telecom,LTE,Active
Slovenia,Sl,293,293,Slovenia all operators,LTE,Active
Slovenia,Sl,293,999,Fix Line,LTE,Active
Slovenia,Sl,293,41,Mobitel,LTE,Active
Slovenia,Sl,293,40,SI.Mobil,LTE,Active
Slovenia,Sl,293,10,Slovenske zeleznice d.o.o.,LTE,Active
Slovenia,Sl,293,64,T-2 d.o.o.,LTE,Active
Slovenia,Sl,293,70,Telemach/TusMobil/VEGA,LTE,Active
Afghanistan,Af,412,412,Afghanistan all operators,LTE,Active
Afghanistan,Af,412,1,AWCC,LTE,Active
Afghanistan,Af,412,3,WaselTelecom (WT),LTE,Active
Afghanistan,Af,412,30,Etisalat,LTE,Active
Afghanistan,Af,412,50,Etisalat,LTE,Active
Afghanistan,Af,412,80,Mobifone,LTE,Active
Afghanistan,Af,412,88,Mobifone,LTE,Active
Afghanistan,Af,412,40,MTN,LTE,Active
Afghanistan,Af,412,20,Roshan,LTE,Active
Burma / Myanmar,Bu,414,414,Burma / Myanmar all operators,LTE,Active
Burma / Myanmar,Bu,414,1,Myanmar Post & Teleco.,LTE,Active
Burma / Myanmar,Bu,414,5,Oreedoo,LTE,Active
Burma / Myanmar,Bu,414,6,Telenor,LTE,Active
Myanmar,My,414,9,Mytel (Myanmar,LTE,Active
Myanmar,My,414,999,Fix Line (Myanmar,LTE,Active
Iraq,Ir,418,418,Iraq all operators,LTE,Active
Iraq,Ir,418,5,Asia Cell,LTE,Active
Iraq,Ir,418,1,MNC-001,LTE,Active
Iraq,Ir,418,8,Sanatel,LTE,Active
Iraq,Ir,418,66,Fastlink,LTE,Active
Iraq,Ir,418,62,Itisaluna,LTE,Active
Iraq,Ir,418,47,Iraq Central Cooperative Association for Communication and Transportation,LTE,Active
Iraq,Ir,418,49,Iraqtel,LTE,Active
Iraq,Ir,418,48,ITC Fanoos,LTE,Active
Iraq,Ir,418,40,Korek,LTE,Active
Iraq,Ir,418,45,Mobitel,LTE,Active
Iraq,Ir,418,80,Iraqi Telecommunications & Post Company (ITPC),LTE,Active
Iraq,Ir,418,81,ITPC (Al-Mazaya),LTE,Active
Iraq,Ir,418,87,ITPC (Al-Seraj),LTE,Active
Iraq,Ir,418,89,ITPC (Al-Shams),LTE,Active
Iraq,Ir,418,85,ITPC (Anwar Yagotat Alkhalee),LTE,Active
Iraq,Ir,418,84,ITPC (Eaamar Albasrah),LTE,Active
Iraq,Ir,418,86,ITPC (Furatfone),LTE,Active
Iraq,Ir,418,88,ITPC (High Link),LTE,Active
Iraq,Ir,418,83,ITPC (Sader Al-Iraq),LTE,Active
Iraq,Ir,418,82,Korek,LTE,Active
Iraq,Ir,418,92,Itisaluna and Kalemat,LTE,Active
Iraq,Ir,418,91,ITPC (Belad Babel),LTE,Active
Iraq,Ir,418,93,ITPC (Iraqcell),LTE,Active
Iraq,Ir,418,94,ITPC (Shaly),LTE,Active
Iraq,Ir,418,70,Kalimat,LTE,Active
Iraq,Ir,418,30,Orascom Telecom,LTE,Active
Iraq,Ir,418,20,Zain,LTE,Active
Jordan,Jo,416,416,Jordan all operators,LTE,Active
Jordan,Jo,416,999,Fix Line,LTE,Active
Jordan,Jo,416,77,Orange,LTE,Active
Jordan,Jo,416,3,Umniah,LTE,Active
Jordan,Jo,416,2,Xpress,LTE,Active
Jordan,Jo,416,1,Zain,LTE,Active
